Pressure,O2 Flow,N2 Flow,Temperature,Time,Thickness,Source
0.4163768205711758,1.129613043520666,19.202001910121748,1026.1212070787444,269.2455795786996,0.01965719814441104,LHS_synthetic
0.3864975724941519,3.751061095312063,12.06004705255473,1019.3707393622537,246.33339021868255,0.03775402584491427,LHS_synthetic
0.4869521949512489,3.4128169010319365,10.891882397318344,1067.1317054973201,270.12280593387703,0.06725790350970784,LHS_synthetic
0.4756378360130611,4.886063147833665,10.965943264342371,915.7649157156934,61.15152783718224,0.008052827650057177,LHS_synthetic
0.34494625139655966,0.6634395340563578,12.317109972952412,970.1404298048474,113.66553827833869,0.006037705788047972,LHS_synthetic
0.3902987617058571,0.8156746753488753,22.025719144563332,812.2522500405125,97.94117610184144,0.00032591389905354645,LHS_synthetic
0.39075377098019837,0.630486113524674,12.4780707199134,1025.6821643205446,217.69275028773018,0.015380870823613986,LHS_synthetic
0.2161384544411371,4.851230434069602,19.630763253588572,1026.180374003301,322.1816386172765,0.031898036708957196,LHS_synthetic
0.4853935545110911,2.06141037315413,10.60257392007342,813.1045138719463,183.56533023854956,0.003986745451048646,LHS_synthetic
0.5666289856950828,1.817863382206021,20.002188816883315,1018.1721658022655,294.90713743348607,0.028694346971152904,LHS_synthetic
0.2463936129020694,4.125528076343511,10.881288354678208,961.512533461683,112.67490069536474,0.011911208399527945,LHS_synthetic
0.3573304007946776,2.358352355960962,18.629841186747438,1006.2851810771573,301.74922808360793,0.024335941185350714,LHS_synthetic
0.22965110069884864,2.7002386272371606,9.435016894912199,803.2439952196527,92.24226877723763,0.00042078982507631735,LHS_synthetic
0.5013588027386382,2.1751661497825006,19.744507327270796,1009.6066543876134,191.8069249188905,0.02118356755893301,LHS_synthetic
0.44299456988908226,2.8718325156415556,10.229639966162825,1056.5302295325741,348.4777245529159,0.06486207271638607,LHS_synthetic
0.5237531572344309,1.5681225348330858,10.620358058694112,971.6602340465489,343.54385079622705,0.02529253702256114,LHS_synthetic
0.3513880945653298,4.5944972126037715,14.456888907661938,853.4679903789851,323.4982038107981,0.009188902816523143,LHS_synthetic
0.21270430419089947,3.3366274326704275,11.856220048088266,817.8745256427452,208.08446686759993,0.0023772301879077733,LHS_synthetic
0.34196280645319255,1.3832098058325433,23.304819636759703,927.3036384168305,256.0121018621383,0.005886129874421133,LHS_synthetic
0.21136019448921808,1.5657147426049591,18.098831725943754,1021.8022747725179,68.10514399902658,0.005904053029045273,LHS_synthetic
0.46542988724429624,1.385666786072596,16.602862449839584,1058.1659325671144,279.32057559263967,0.03362748366540612,LHS_synthetic
0.33808467700231976,4.27547770768985,18.58346023014836,829.5382388437438,101.27091881416598,0.0022834689813316456,LHS_synthetic
0.3072246149969977,1.3824616726746042,16.957937011856647,1035.3962939607788,149.44223775728025,0.016056851887980315,LHS_synthetic
0.46588394592665255,2.9908911209313818,21.353627188194903,984.7656160138906,251.2384889318812,0.021664289154102914,LHS_synthetic
0.35357907318993287,5.230356492586547,18.023923342752216,1000.4293444867797,213.43550569916448,0.0277049819171981,LHS_synthetic
0.5521670037666506,5.282916666217998,15.3260937451333,868.2480411865279,203.3600632113002,0.010428962479539504,LHS_synthetic
0.5544757780553509,4.965006300718062,17.85203635480856,877.0483875173741,160.61047097991343,0.008645938843434545,LHS_synthetic
0.42897100428509777,4.24023120568795,9.50102785448948,916.4164135331561,307.58876924485077,0.02062621687238363,LHS_synthetic
0.16067860683784105,4.4671446309182015,11.29125954827568,1003.1546931693605,302.5368532813315,0.025421255216353866,LHS_synthetic
0.2865517611563378,2.7393554491653704,18.581290752742706,1063.1585400256345,262.40369298000434,0.03475255574549469,LHS_synthetic
0.2941671003180174,3.851273026938589,8.56444996654476,971.5986005903102,132.70175070222933,0.01677966060623589,LHS_synthetic
0.18322586501872618,0.6929670052437714,17.198986287876743,810.0570444523437,127.09556460213481,0.0007923393524049169,LHS_synthetic
